query_id,model,dataset,query_text,query_type,latency_ms,is_cached,intent,num_products,has_citation,citation_count,has_hallucination,price_match,category_match,price_filter_ok,judge_score,faithfulness_score,relevance_score,overall_score,timestamp
home_03,llama3.2:3b,synthetic_large,Bo noi inox cao cap gia duoi 5 trieu,product_search,10279.77300004568,False,product_search,3,True,3,False,False,False,True,,0.8,0.5,0.6372022699995432,2026-05-23T15:44:25.929648
audio_01,llama3.2:3b,synthetic_large,Tai nghe chong on Sony WH-1000XM5,product_search,9452.53530004993,False,product_search,5,True,3,False,True,False,True,,1.0,0.5,0.7054746469995006,2026-05-23T15:44:36.396770
audio_02,llama3.2:3b,synthetic_large,Tai nghe true wireless gia duoi 2 trieu,product_search,8352.968399995007,False,product_search,4,True,2,False,True,False,True,,1.0,0.5,0.7164703160000498,2026-05-23T15:44:45.756076
semantic_01,llama3.2:3b,synthetic_large,San pham phu hop cho nguoi di lam van phong,semantic,10351.521800039336,False,general,5,True,3,False,False,True,True,,0.8,0.8,0.7564847819996067,2026-05-23T15:44:57.116850
semantic_02,llama3.2:3b,synthetic_large,Qua tang cho ban gai dip sinh nhat,semantic,16810.655200039037,False,general,5,True,3,False,False,True,True,,0.8,0.8,0.6918934479996097,2026-05-23T15:45:14.931427
semantic_03,llama3.2:3b,synthetic_large,Do dung thiet yeu cho nguoi moi ra rieng,semantic,16002.68449995201,False,general,5,True,2,False,False,True,True,,0.8,0.8,0.69997315500048,2026-05-23T15:45:31.948617
edge_01,llama3.2:3b,synthetic_large,Tim iPhone 25 Pro Max gia bao nhieu?,edge_case,9136.052799993195,False,product_search,5,True,3,False,False,True,True,,0.8,0.8,0.7686394720000681,2026-05-23T15:45:42.091698
edge_02,llama3.2:3b,synthetic_large,Laptop Alienware X99 co ban khong?,edge_case,9255.748099996708,False,product_search,5,True,3,False,False,True,True,,0.8,0.8,0.7674425190000329,2026-05-23T15:45:52.359942
edge_03,llama3.2:3b,synthetic_large,asdfghjkl,edge_case,8852.101299911737,False,general,5,True,3,False,False,True,True,,0.8,0.8,0.7714789870008827,2026-05-23T15:46:02.223447
edge_04,llama3.2:3b,synthetic_large,San pham gia 1 dong,edge_case,9326.852000085637,False,product_search,5,True,3,False,False,True,False,,0.8,0.5,0.6467314799991437,2026-05-23T15:46:12.561517
price_01,llama3.2:3b,synthetic_large,Laptop gia tu 20 den 30 trieu,product_search,9119.048599968664,False,product_search,4,True,3,False,False,True,True,,0.8,0.8,0.7688095140003134,2026-05-23T15:46:22.684688
price_02,llama3.2:3b,synthetic_large,Dien thoai gia duoi 5 trieu,product_search,8558.009200030938,False,product_search,3,True,3,False,False,False,True,,0.8,0.5,0.6544199079996906,2026-05-23T15:46:32.250885
laptop_01,qwen2.5:7b,synthetic_large,Tu van laptop Dell gia duoi 30 trieu cho lap trinh,product_search,11988.955799955875,False,product_search,5,True,3,False,False,True,True,,0.8,0.8,0.7401104420004413,2026-05-23T15:47:28.817577
laptop_02,qwen2.5:7b,synthetic_large,MacBook Pro M3 co gi moi? Gia bao nhieu?,product_search,2926.4340000227094,False,product_search,5,False,0,False,False,True,True,,0.4,0.8,0.710735659999773,2026-05-23T15:47:32.750475
laptop_03,qwen2.5:7b,synthetic_large,Laptop gaming RTX 4070 gia tu 35 den 45 trieu,product_search,342.44400006718934,False,product_search,4,False,0,False,True,True,True,,0.6000000000000001,0.8,0.7965755599993282,2026-05-23T15:47:34.100643
phone_01,qwen2.5:7b,synthetic_large,Tim dien thoai Samsung gia khoang 15 trieu,product_search,6555.124599952251,False,product_search,2,True,2,False,False,False,True,,0.8,0.5,0.6744487540004775,2026-05-23T15:47:41.664287
phone_02,qwen2.5:7b,synthetic_large,iPhone 15 Pro Max co nhung mau nao? Gia bao nhieu?,product_search,14668.487700051628,False,product_search,5,True,2,False,False,False,True,,0.8,0.5,0.5933151229994837,2026-05-23T15:47:57.347250
phone_03,qwen2.5:7b,synthetic_large,Dien thoai chup anh dep gia duoi 10 trieu,semantic,8916.781799984165,False,product_search,5,True,3,False,True,False,True,,1.0,0.5,0.7108321820001584,2026-05-23T15:48:07.271204
fashion_men_01,qwen2.5:7b,synthetic_large,Ao polo nam cotton cao cap gia duoi 500k,product_search,8681.8634000374,False,product_search,5,True,3,False,False,True,True,,0.8,0.8,0.7731813659996261,2026-05-23T15:48:16.956432
fashion_men_02,qwen2.5:7b,synthetic_large,Giay sneaker Nike Air Force 1 size 42,product_search,8915.136500028893,False,product_search,5,True,3,False,False,True,True,,0.8,0.8,0.7708486349997111,2026-05-23T15:48:26.883829
fashion_men_03,qwen2.5:7b,synthetic_large,Quan jean nam slim fit mau xanh dam,product_search,2882.5943999690935,False,general,5,True,1,False,True,False,True,,1.0,0.5,0.7711740560003091,2026-05-23T15:48:30.771605
fashion_women_01,qwen2.5:7b,synthetic_large,Dam du tiec sang trong gia duoi 1 trieu,product_search,7816.637699957937,False,product_search,5,True,3,False,False,True,True,,0.8,0.8,0.7818336230004207,2026-05-23T15:48:39.589986
fashion_women_02,qwen2.5:7b,synthetic_large,Vay cong so thanh lich cho nguoi di lam,semantic,2478.8913000375032,False,general,5,True,1,False,True,True,True,,1.0,0.8,0.895211086999625,2026-05-23T15:48:43.080352
fashion_women_03,qwen2.5:7b,synthetic_large,Giay cao got nu 7cm mau den,product_search,426.81470001116395,False,general,5,True,1,False,False,True,True,,0.8,0.8,0.8557318529998884,2026-05-23T15:48:44.514795
beauty_01,qwen2.5:7b,synthetic_large,Son moi mau do cam gia duoi 400k,product_search,4762.04089995008,False,product_search,1,True,1,False,False,True,True,,0.8,0.8,0.8123795910004993,2026-05-23T15:48:50.278373
beauty_02,qwen2.5:7b,synthetic_large,Serum vitamin C tri tham nam tot nhat,semantic,8546.109699993394,False,product_search,5,True,3,False,False,False,True,,0.8,0.5,0.6545389030000661,2026-05-23T15:48:59.837422
beauty_03,qwen2.5:7b,synthetic_large,Kem nen che phu tot cho da dau,semantic,12126.250399975106,False,product_search,5,True,3,False,False,False,True,,0.8,0.5,0.618737496000249,2026-05-23T15:49:12.969875
beauty_04,qwen2.5:7b,synthetic_large,Sua rua mat Innisfree hay Senka tot hon?,semantic,9053.724900004454,False,general,5,True,3,False,False,False,True,,0.8,0.5,0.6494627509999555,2026-05-23T15:49:23.026531
home_01,qwen2.5:7b,synthetic_large,Noi chien khong dau Philips 6 lit gia bao nhieu?,product_search,2528.2460000598803,False,general,5,False,0,False,True,True,True,,0.6000000000000001,0.8,0.7747175399994013,2026-05-23T15:49:26.559037
home_02,qwen2.5:7b,synthetic_large,May pha ca phe tu dong tot nhat cho gia dinh,semantic,12044.247899902984,False,general,5,True,3,False,False,False,True,,0.8,0.5,0.6195575210009701,2026-05-23T15:49:39.615898
home_03,qwen2.5:7b,synthetic_large,Bo noi inox cao cap gia duoi 5 trieu,product_search,8138.593100011349,False,product_search,3,True,3,False,False,False,True,,0.8,0.5,0.6586140689998865,2026-05-23T15:49:48.759008
audio_01,qwen2.5:7b,synthetic_large,Tai nghe chong on Sony WH-1000XM5,product_search,9214.144399971701,False,product_search,5,True,3,False,True,False,True,,1.0,0.5,0.707858556000283,2026-05-23T15:49:58.983240
audio_02,qwen2.5:7b,synthetic_large,Tai nghe true wireless gia duoi 2 trieu,product_search,7833.095499896444,False,product_search,4,True,2,False,True,False,True,,1.0,0.5,0.7216690450010355,2026-05-23T15:50:07.826326
semantic_01,qwen2.5:7b,synthetic_large,San pham phu hop cho nguoi di lam van phong,semantic,9113.7281000847,False,general,5,True,3,False,False,True,True,,0.8,0.8,0.768862718999153,2026-05-23T15:50:17.951206
semantic_02,qwen2.5:7b,synthetic_large,Qua tang cho ban gai dip sinh nhat,semantic,8722.968799993396,False,general,5,True,3,False,False,True,True,,0.8,0.8,0.7727703120000661,2026-05-23T15:50:27.685673
semantic_03,qwen2.5:7b,synthetic_large,Do dung thiet yeu cho nguoi moi ra rieng,semantic,2393.0415000068024,False,general,5,True,2,False,False,True,True,,0.8,0.8,0.836069584999932,2026-05-23T15:50:31.084427
edge_01,qwen2.5:7b,synthetic_large,Tim iPhone 25 Pro Max gia bao nhieu?,edge_case,6401.1053999420255,False,product_search,5,True,3,False,False,True,True,,0.8,0.8,0.7959889460005798,2026-05-23T15:50:38.495461
edge_02,qwen2.5:7b,synthetic_large,Laptop Alienware X99 co ban khong?,edge_case,3057.765700039454,False,product_search,5,True,3,False,False,True,True,,0.8,0.8,0.8294223429996055,2026-05-23T15:50:42.553800
edge_03,qwen2.5:7b,synthetic_large,asdfghjkl,edge_case,3229.638399905525,False,general,5,True,3,False,False,True,True,,0.8,0.8,0.8277036160009448,2026-05-23T15:50:46.792664
edge_04,qwen2.5:7b,synthetic_large,San pham gia 1 dong,edge_case,3472.3780000349507,False,product_search,5,True,3,False,False,True,False,,0.8,0.5,0.7052762199996505,2026-05-23T15:50:51.269948
price_01,qwen2.5:7b,synthetic_large,Laptop gia tu 20 den 30 trieu,product_search,11252.14610004332,False,product_search,4,True,3,False,False,True,True,,0.8,0.8,0.7474785389995668,2026-05-23T15:51:03.529365
price_02,qwen2.5:7b,synthetic_large,Dien thoai gia duoi 5 trieu,product_search,2728.3962999936193,False,product_search,3,True,3,False,False,False,True,,0.8,0.5,0.7127160370000638,2026-05-23T15:51:07.265836
laptop_01,gemma2:9b,synthetic_large,Tu van laptop Dell gia duoi 30 trieu cho lap trinh,product_search,6028.124700067565,False,product_search,5,True,3,False,False,True,True,,0.8,0.8,0.7997187529993244,2026-05-23T15:51:30.145213
laptop_02,gemma2:9b,synthetic_large,MacBook Pro M3 co gi moi? Gia bao nhieu?,product_search,4755.282699945383,False,product_search,5,False,0,False,True,True,True,,0.6000000000000001,0.8,0.7524471730005462,2026-05-23T15:51:35.906332
laptop_03,gemma2:9b,synthetic_large,Laptop gaming RTX 4070 gia tu 35 den 45 trieu,product_search,10274.08290002495,False,product_search,4,True,3,False,False,True,True,,0.8,0.8,0.7572591709997505,2026-05-23T15:51:47.192606
phone_01,gemma2:9b,synthetic_large,Tim dien thoai Samsung gia khoang 15 trieu,product_search,1968.7254999298602,False,product_search,2,True,2,False,False,False,True,,0.8,0.5,0.7203127450007014,2026-05-23T15:51:50.165794
phone_02,gemma2:9b,synthetic_large,iPhone 15 Pro Max co nhung mau nao? Gia bao nhieu?,product_search,403.655800037086,False,product_search,5,True,2,False,False,False,True,,0.8,0.5,0.735963441999629,2026-05-23T15:51:51.571017
phone_03,gemma2:9b,synthetic_large,Dien thoai chup anh dep gia duoi 10 trieu,semantic,9166.254099924117,False,product_search,5,True,3,False,True,False,True,,1.0,0.5,0.7083374590007587,2026-05-23T15:52:01.741400
fashion_men_01,gemma2:9b,synthetic_large,Ao polo nam cotton cao cap gia duoi 500k,product_search,3291.744100046344,False,product_search,5,True,3,False,False,True,True,,0.8,0.8,0.8270825589995365,2026-05-23T15:52:06.046998
fashion_men_02,gemma2:9b,synthetic_large,Giay sneaker Nike Air Force 1 size 42,product_search,2652.8357999632135,False,product_search,5,True,3,False,False,True,True,,0.8,0.8,0.8334716420003678,2026-05-23T15:52:09.701433
fashion_men_03,gemma2:9b,synthetic_large,Quan jean nam slim fit mau xanh dam,product_search,299.8254999984056,False,general,5,True,1,False,True,False,True,,1.0,0.5,0.797001745000016,2026-05-23T15:52:11.010753
fashion_women_01,gemma2:9b,synthetic_large,Dam du tiec sang trong gia duoi 1 trieu,product_search,3280.537400045432,False,product_search,5,True,3,False,False,True,True,,0.8,0.8,0.8271946259995457,2026-05-23T15:52:15.305361
fashion_women_02,gemma2:9b,synthetic_large,Vay cong so thanh lich cho nguoi di lam,semantic,296.2993999244645,False,general,5,True,1,False,True,True,True,,1.0,0.8,0.9170370060007553,2026-05-23T15:52:16.606375
fashion_women_03,gemma2:9b,synthetic_large,Giay cao got nu 7cm mau den,product_search,298.5239000990987,False,general,5,True,1,False,False,True,True,,0.8,0.8,0.8570147609990091,2026-05-23T15:52:17.909680
beauty_01,gemma2:9b,synthetic_large,Son moi mau do cam gia duoi 400k,product_search,1607.2077000280842,False,product_search,1,True,1,False,False,True,True,,0.8,0.8,0.8439279229997192,2026-05-23T15:52:20.528722
beauty_02,gemma2:9b,synthetic_large,Serum vitamin C tri tham nam tot nhat,semantic,3551.6324000200257,False,product_search,5,True,3,False,False,False,True,,0.8,0.5,0.7044836759997997,2026-05-23T15:52:25.083838
beauty_03,gemma2:9b,synthetic_large,Kem nen che phu tot cho da dau,semantic,4309.184200013988,False,product_search,5,True,3,False,False,False,True,,0.8,0.5,0.6969081579998602,2026-05-23T15:52:30.405324
beauty_04,gemma2:9b,synthetic_large,Sua rua mat Innisfree hay Senka tot hon?,semantic,3959.031300037168,False,general,5,True,3,False,False,False,True,,0.8,0.5,0.7004096869996284,2026-05-23T15:52:35.374273
home_01,gemma2:9b,synthetic_large,Noi chien khong dau Philips 6 lit gia bao nhieu?,product_search,298.66840003523976,False,general,5,False,0,False,True,True,True,,0.6000000000000001,0.8,0.7970133159996476,2026-05-23T15:52:36.675514
home_02,gemma2:9b,synthetic_large,May pha ca phe tu dong tot nhat cho gia dinh,semantic,6042.105300002731,False,general,5,False,0,False,False,False,True,,0.4,0.5,0.5595789469999727,2026-05-23T15:52:43.731026
home_03,gemma2:9b,synthetic_large,Bo noi inox cao cap gia duoi 5 trieu,product_search,3271.731499931775,False,product_search,3,True,3,False,False,False,True,,0.8,0.5,0.7072826850006821,2026-05-23T15:52:48.007401
audio_01,gemma2:9b,synthetic_large,Tai nghe chong on Sony WH-1000XM5,product_search,3710.722799994983,False,product_search,5,True,3,False,True,False,True,,1.0,0.5,0.7628927720000502,2026-05-23T15:52:52.729901
audio_02,gemma2:9b,synthetic_large,Tai nghe true wireless gia duoi 2 trieu,product_search,2425.593600026332,False,product_search,4,True,2,False,True,False,True,,1.0,0.5,0.7757440639997366,2026-05-23T15:52:56.171255
semantic_01,gemma2:9b,synthetic_large,San pham phu hop cho nguoi di lam van phong,semantic,2964.967100066133,False,general,5,True,3,False,False,True,True,,0.8,0.8,0.8303503289993387,2026-05-23T15:53:00.146395
semantic_02,gemma2:9b,synthetic_large,Qua tang cho ban gai dip sinh nhat,semantic,3766.1861999658868,False,general,5,True,3,False,False,True,True,,0.8,0.8,0.8223381380003412,2026-05-23T15:53:04.913900
semantic_03,gemma2:9b,synthetic_large,Do dung thiet yeu cho nguoi moi ra rieng,semantic,305.19980005919933,False,general,5,True,2,False,False,True,True,,0.8,0.8,0.856948001999408,2026-05-23T15:53:06.222995
edge_01,gemma2:9b,synthetic_large,Tim iPhone 25 Pro Max gia bao nhieu?,edge_case,8373.778499895707,False,product_search,5,True,3,False,False,True,True,,0.8,0.8,0.776262215001043,2026-05-23T15:53:15.601765
edge_02,gemma2:9b,synthetic_large,Laptop Alienware X99 co ban khong?,edge_case,8512.379600084387,False,product_search,5,True,3,False,False,True,True,,0.8,0.8,0.7748762039991561,2026-05-23T15:53:25.120547
edge_03,gemma2:9b,synthetic_large,asdfghjkl,edge_case,8321.812300011516,False,general,5,True,3,False,False,True,True,,0.8,0.8,0.7767818769998849,2026-05-23T15:53:34.445374
edge_04,gemma2:9b,synthetic_large,San pham gia 1 dong,edge_case,8601.14549996797,False,product_search,5,True,3,False,False,True,False,,0.8,0.5,0.6539885450003202,2026-05-23T15:53:44.059731
price_01,gemma2:9b,synthetic_large,Laptop gia tu 20 den 30 trieu,product_search,9599.557799985632,False,product_search,4,True,3,False,False,True,True,,0.8,0.8,0.7640044220001437,2026-05-23T15:53:54.662765
price_02,gemma2:9b,synthetic_large,Dien thoai gia duoi 5 trieu,product_search,8387.465399922803,False,product_search,3,True,3,False,False,False,True,,0.8,0.5,0.6561253460007719,2026-05-23T15:54:04.050927
